Name	Media ref	Defined	Minimal	Type	Compounds (compound_id;minFlux;maxFlux;concentration)
Nitrogen-Thymidine	262/156/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00184;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-N-Acetyl-D-Galactosamine	262/165/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00832;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-D-Asparagine	262/168/1	1	1	biolog	cpd00027;-100;5;0.001	cpd01308;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-L-Citrulline	262/169/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00274;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-D-Valine	262/176/1	1	1	biolog	cpd00027;-100;5;0.001	cpd03840;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-Guanine	262/178/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00207;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-D-Alanine	262/180/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00117;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-D-Serine	262/183/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00550;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-Ala-Gly	262/194/1	1	1	biolog	cpd00027;-100;5;0.001	cpd11585;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
Nitrogen-L-Ornithine	262/196/1	1	1	biolog	cpd00027;-100;5;0.001	cpd00064;-100;5;0.001	cpd00009;-100;5;0.001	cpd00048;-100;5;0.001	cpd00063;-100;100;0.001	cpd00011;-100;0;0.001	cpd10516;-100;100;0.001	cpd00067;-100;100;0.001	cpd00001;-100;100;0.001	cpd00205;-100;100;0.001	cpd00254;-100;100;0.001	cpd00971;-100;100;0.001	cpd00007;-100;100;0.001	cpd00099;-100;100;0.001	cpd00058;-100;100;0.001	cpd00149;-100;100;0.001	cpd00030;-100;100;0.001	cpd00034;-100;100;0.001	cpd10515;-100;100;0.001	
